"Theme","Topic","Author","Posted","Link","Views_20231001_005153","Replies_20231001_005153","Views_20231001_020315","Replies_20231001_020315","Views_20231001_023124","Replies_20231001_023124","Views_20231001_031813","Replies_20231001_031813","Views_20231001_041923","Replies_20231001_041923","Views_20231001_051729","Replies_20231001_051729","Views_20231001_062004","Replies_20231001_062004","Views_20231001_071653","Replies_20231001_071653","Views_20231001_082013","Replies_20231001_082013","Views_20231001_091650","Replies_20231001_091650","Views_20231001_101754","Replies_20231001_101754","Views_20231001_111604","Replies_20231001_111604","Views_20231001_122346","Replies_20231001_122346","Views_20231001_131726","Replies_20231001_131726","Views_20231001_141705","Replies_20231001_141705","Views_20231001_151636","Replies_20231001_151636","Views_20231001_161851","Replies_20231001_161851","Views_20231001_171646","Replies_20231001_171646","Views_20231001_181926","Replies_20231001_181926","Views_20231001_191604","Replies_20231001_191604","Views_20231001_201706","Replies_20231001_201706","Views_20231001_211652","Replies_20231001_211652","Views_20231001_221633","Replies_20231001_221633","Views_20231001_231726","Replies_20231001_231726","Views_20231002_004730","Replies_20231002_004730","Views_20231002_015435","Replies_20231002_015435","Views_20231002_022643","Replies_20231002_022643","Views_20231002_031836","Replies_20231002_031836","Views_20231002_041906","Replies_20231002_041906","Views_20231002_051733","Replies_20231002_051733","Views_20231002_062056","Replies_20231002_062056","Views_20231002_071802","Replies_20231002_071802","Views_20231002_082140","Replies_20231002_082140","Views_20231002_091839","Replies_20231002_091839","Views_20231002_101906","Replies_20231002_101906","Views_20231002_111629","Replies_20231002_111629","Views_20231002_122544","Replies_20231002_122544","Views_20231002_132057","Replies_20231002_132057","Views_20231002_141829","Replies_20231002_141829","Views_20231002_151836","Replies_20231002_151836","Views_20231002_162012","Replies_20231002_162012","Views_20231002_171718","Replies_20231002_171718","Views_20231002_182017","Replies_20231002_182017","Views_20231002_191615","Replies_20231002_191615","Views_20231002_201824","Replies_20231002_201824","Views_20231002_211728","Replies_20231002_211728","Views_20231002_221713","Replies_20231002_221713","Views_20231002_231832","Replies_20231002_231832","Views_20231003_004644","Replies_20231003_004644","Views_20231003_015324","Replies_20231003_015324","Views_20231003_022609","Replies_20231003_022609","Views_20231003_031811","Replies_20231003_031811","Views_20231003_041934","Replies_20231003_041934","Views_20231003_051720","Replies_20231003_051720","Views_20231003_062126","Replies_20231003_062126","Views_20231003_071724","Replies_20231003_071724","Views_20231003_091831","Replies_20231003_091831","Views_20231003_101842","Replies_20231003_101842","Views_20231003_111624","Replies_20231003_111624","Views_20231003_122456","Replies_20231003_122456","Views_20231003_132141","Replies_20231003_132141","Views_20231003_141741","Replies_20231003_141741","Views_20231003_151914","Replies_20231003_151914","Views_20231003_162034","Replies_20231003_162034","Views_20231003_171717","Replies_20231003_171717","Views_20231003_182053","Replies_20231003_182053","Views_20231003_191633","Replies_20231003_191633","Views_20231003_201846","Replies_20231003_201846","Views_20231003_211654","Replies_20231003_211654","Views_20231003_221657","Replies_20231003_221657","Views_20231003_231743","Replies_20231003_231743","Views_20231004_004707","Replies_20231004_004707","Views_20231004_015417","Replies_20231004_015417","Views_20231004_022645","Replies_20231004_022645","Views_20231004_031840","Replies_20231004_031840","Views_20231004_041936","Replies_20231004_041936","Views_20231004_051748","Replies_20231004_051748","Views_20231004_062121","Replies_20231004_062121","Views_20231004_071744","Replies_20231004_071744","Views_20231004_082050","Replies_20231004_082050","Views_20231004_091643","Replies_20231004_091643","Views_20231004_101915","Replies_20231004_101915","Views_20231004_111749","Replies_20231004_111749","Views_20231004_122557","Replies_20231004_122557","Views_20231004_132103","Replies_20231004_132103","Views_20231004_141637","Replies_20231004_141637","Views_20231004_151710","Replies_20231004_151710"
"Adolescent nutrition","health education intervention among adolescent girls","Anonymous 23844","2018-06-19","https://www.en-net.org/question/3357.aspx",6441,1,6441,1,6441,1,6441,1,6441,1,6441,1,6441,1,6441,1,6441,1,6441,1,6441,1,6441,1,6441,1,6441,1,6441,1,6441,1,6442,1,6443,1,6443,1,6443,1,6443,1,6445,1,6445,1,6446,1,6446,1,6446,1,6446,1,6446,1,6447,1,6447,1,6447,1,6447,1,6447,1,6447,1,6447,1,6447,1,6447,1,6447,1,6447,1,6447,1,6447,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1,6448,1
"Adolescent nutrition","Is dietary diversity score-Women a good score for adolescents?","Anonymous 35931","2023-09-07","https://www.en-net.org/question/4933.aspx",172,3,172,3,172,3,172,3,172,3,172,3,172,3,172,3,172,3,172,3,173,3,173,3,173,3,174,3,174,3,174,3,174,3,176,3,177,3,177,3,177,3,179,3,179,3,179,3,179,3,180,3,180,3,180,3,180,3,181,3,181,3,181,3,181,3,181,3,181,3,181,3,183,1,183,1,183,1,183,1,183,1,183,1,183,1,183,1,183,1,183,1,183,1,183,1,183,1,183,1,183,1,183,1,183,1,183,1,184,1,184,1,184,1,184,1,184,1,184,1,184,1,184,1,184,1,184,1,184,1,184,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1,185,1
"Adolescent nutrition","Is there any example of adolescent inclusive nutrition programming in general and in Covid19 situation in particular?  - COVID-19","Aisha Fatima","2020-06-12","https://www.en-net.org/question/4006.aspx",5731,1,5731,1,5731,1,5731,1,5731,1,5731,1,5731,1,5731,1,5731,1,5731,1,5731,1,5731,1,5731,1,5731,1,5731,1,5731,1,5732,1,5733,1,5733,1,5733,1,5733,1,5735,1,5735,1,5735,1,5735,1,5735,1,5735,1,5735,1,5735,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5736,1,5737,1,5737,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1,5738,1
"Adolescent nutrition","Launch of research on adolescent health and nutrition","Jo Lofthouse","2018-05-23","https://www.en-net.org/question/3330.aspx",6895,0,6895,0,6895,0,6895,0,6895,0,6895,0,6895,0,6895,0,6895,0,6895,0,6895,0,6896,0,6896,0,6896,0,6897,0,6897,0,6897,0,6897,0,6897,0,6899,0,6899,0,6899,0,6899,0,6901,0,6901,0,6901,0,6901,0,6901,0,6902,0,6902,0,6902,0,6902,0,6902,0,6902,0,6902,0,6902,0,6902,0,6902,0,6902,0,6902,0,6902,0,6902,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0,6903,0
"Adolescent nutrition","MUAC tape for adults and adolescents","Ikechukwu Eberendu","2018-09-27","https://www.en-net.org/question/3455.aspx",6744,1,6744,1,6744,1,6744,1,6744,1,6744,1,6744,1,6744,1,6744,1,6744,1,6744,1,6744,1,6744,1,6744,1,6744,1,6744,1,6746,1,6746,1,6746,1,6746,1,6746,1,6748,1,6748,1,6748,1,6748,1,6748,1,6748,1,6748,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6750,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1,6751,1
"Adolescent nutrition","Question arising from the ENN webinar:","Stephanie Wrottesley","2021-03-03","https://www.en-net.org/question/4226.aspx",4381,1,4381,1,4381,1,4381,1,4381,1,4381,1,4381,1,4381,1,4381,1,4381,1,4381,1,4381,1,4381,1,4381,1,4381,1,4381,1,4383,1,4383,1,4383,1,4383,1,4383,1,4385,1,4385,1,4385,1,4385,1,4385,1,4385,1,4385,1,4385,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4386,1,4388,1,4388,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4389,1,4390,1,4390,1,4390,1,4391,1,4391,1,4391,1,4391,1
"Adolescent nutrition","Reaching out of school adolescents","Emily Mates","2018-06-18","https://www.en-net.org/question/3355.aspx",7325,3,7325,3,7325,3,7325,3,7325,3,7325,3,7325,3,7325,3,7325,3,7325,3,7325,3,7325,3,7325,3,7325,3,7325,3,7325,3,7327,3,7327,3,7327,3,7327,3,7327,3,7329,3,7329,3,7329,3,7329,3,7329,3,7329,3,7329,3,7330,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7331,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7332,3,7333,3,7333,3,7333,3,7333,3
"Adolescent nutrition","Research prioritisation exercise for nutrition of school-aged children and adolescents using the CHNRI methodology.","Tamsin","2021-07-20","https://www.en-net.org/question/4358.aspx",4748,0,4748,0,4748,0,4748,0,4748,0,4748,0,4748,0,4748,0,4748,0,4748,0,4748,0,4749,0,4749,0,4749,0,4749,0,4749,0,4749,0,4749,0,4749,0,4751,0,4751,0,4751,0,4751,0,4753,0,4753,0,4753,0,4753,0,4753,0,4753,0,4754,0,4754,0,4754,0,4754,0,4754,0,4754,0,4754,0,4754,0,4754,0,4754,0,4754,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4755,0,4756,0,4756,0,4756,0,4756,0,4756,0,4756,0,4756,0,4756,0,4756,0,4756,0,4756,0,4756,0,4756,0,4756,0,4756,0,4756,0
"Adolescent nutrition","Stages of adolescence","Anonymous 35931","2023-02-08","https://www.en-net.org/question/4779.aspx",557,1,557,1,557,1,557,1,557,1,557,1,557,1,557,1,557,1,557,1,557,1,557,1,557,1,557,1,557,1,557,1,557,1,559,1,559,1,559,1,559,1,561,1,561,1,561,1,561,1,561,1,561,1,561,1,561,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,562,1,563,1,563,1,563,1,563,1,563,1,563,1,563,1,563,1,563,1,563,1,563,1,563,1,564,1,564,1,564,1,564,1
"Adolescent nutrition","Teen/adolescent pregnancy and under-nutrition","Anne Holmes","2018-06-19","https://www.en-net.org/question/3358.aspx",6900,1,6900,1,6900,1,6900,1,6900,1,6900,1,6900,1,6900,1,6900,1,6900,1,6901,1,6901,1,6901,1,6901,1,6901,1,6901,1,6903,1,6903,1,6903,1,6903,1,6903,1,6905,1,6905,1,6905,1,6905,1,6905,1,6905,1,6905,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1,6906,1
"Adolescent nutrition","The Effect of Unplanned Pregnancy among Women Collage in Wadajir Distract Moqdisho Somalia","Mohamed Hassan Mohamed","2021-02-01","https://www.en-net.org/question/4190.aspx",4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,4588,0,4589,0,4589,0,4589,0,4589,0,4591,0,4591,0,4591,0,4591,0,4591,0,4592,0,4592,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4593,0,4594,0,4594,0,4594,0
