"Theme","Topic","Author","Posted","Link","Views_20230822_004356","Replies_20230822_004356","Views_20230822_014849","Replies_20230822_014849","Views_20230822_022220","Replies_20230822_022220","Views_20230822_031714","Replies_20230822_031714","Views_20230822_041813","Replies_20230822_041813","Views_20230822_051618","Replies_20230822_051618","Views_20230822_061944","Replies_20230822_061944","Views_20230822_071624","Replies_20230822_071624","Views_20230822_081851","Replies_20230822_081851","Views_20230822_091735","Replies_20230822_091735","Views_20230822_101732","Replies_20230822_101732","Views_20230822_111513","Replies_20230822_111513","Views_20230822_122334","Replies_20230822_122334"
"Adolescent nutrition","The Effect of Unplanned Pregnancy among Women Collage in Wadajir Distract Moqdisho Somalia","Mohamed Hassan Mohamed","2021-02-01","https://www.en-net.org/question/4190.aspx",4514,0,4514,0,4514,0,4514,0,4514,0,4514,0,4514,0,4514,0,4514,0,4514,0,4514,0,4514,0,4514,0
"Adolescent nutrition","Webinar question: 'enabling environments' for adolescent health and nutrition","Stephanie Wrottesley","2021-03-03","https://www.en-net.org/question/4227.aspx",4559,2,4559,2,4560,2,4560,2,4560,2,4560,2,4560,2,4560,2,4560,2,4560,2,4560,2,4560,2,4560,2
"Adolescent nutrition","Webinar question: Are there guidelines for the use of food and nutrition in prevention and management of NCDs in adolescence in the context of school and at home?","NATASHA LELIJVELD","2021-03-04","https://www.en-net.org/question/4230.aspx",4694,1,4694,1,4694,1,4694,1,4694,1,4694,1,4694,1,4694,1,4694,1,4694,1,4694,1,4694,1,4694,1
"Adolescent nutrition","Webinar question: can anyone share guidance to measure the dietary diversity for adolescents ?","Natasha Lelijveld","2021-03-09","https://www.en-net.org/question/4238.aspx",4268,0,4268,0,4268,0,4268,0,4268,0,4268,0,4268,0,4268,0,4268,0,4268,0,4268,0,4268,0,4268,0
"Adolescent nutrition","Webinar question: Can you comment on how participatory activities for designing adolescent nutrition solutions can consider the gender and religious influences on adolescent nutrition ?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4255.aspx",5186,5,5186,5,5186,5,5186,5,5186,5,5186,5,5186,5,5186,5,5186,5,5186,5,5186,5,5186,5,5186,5
"Adolescent nutrition","Webinar question: Could the appeal for using social media for improving nutrition knowledge and practices be different in urban areas vs. rural areas?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4254.aspx",4407,0,4407,0,4407,0,4407,0,4407,0,4407,0,4407,0,4407,0,4407,0,4407,0,4407,0,4407,0,4407,0
"Adolescent nutrition","Webinar question: Given that our school curricular are loaded already, how best can nutrition education be dispensed in schools? What best practice evidence is there?","Stephanie Wrottesley","2021-03-11","https://www.en-net.org/question/4244.aspx",5669,7,5669,7,5669,7,5669,7,5669,7,5669,7,5669,7,5669,7,5669,7,5669,7,5670,7,5670,7,5670,7
"Adolescent nutrition","Webinar question: How can an ethnographic, participatory approach to adolescent intervention be scaleable?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4253.aspx",4546,1,4546,1,4546,1,4546,1,4546,1,4546,1,4546,1,4546,1,4546,1,4546,1,4547,1,4547,1,4547,1
"Adolescent nutrition","Webinar question: I would be interested to know about any work or insights into eating disorders amongst adolescents in LMICs?","Stephanie Wrottesley","2021-03-05","https://www.en-net.org/question/4234.aspx",4229,0,4229,0,4229,0,4229,0,4229,0,4229,0,4229,0,4229,0,4229,0,4229,0,4229,0,4230,0,4230,0
"Adolescent nutrition","Webinar question: Is there any attempt to use MUAC for adolescent?","NATASHA LELIJVELD","2021-03-02","https://www.en-net.org/question/4219.aspx",4684,1,4684,1,4684,1,4684,1,4684,1,4684,1,4684,1,4684,1,4684,1,4684,1,4684,1,4684,1,4684,1
"Adolescent nutrition","Webinar question: Is there information, or any studies, on nutrition status among adolescents living with HIV?","Stephanie Wrottesley","2021-03-05","https://www.en-net.org/question/4233.aspx",4235,0,4235,0,4235,0,4235,0,4235,0,4235,0,4235,0,4235,0,4235,0,4235,0,4235,0,4236,0,4236,0
"Adolescent nutrition","Webinar question: What major interventions should we focus on to improve adolescent nutrition?","Natasha Lelijveld","2021-03-09","https://www.en-net.org/question/4239.aspx",4632,1,4632,1,4632,1,4632,1,4632,1,4633,1,4633,1,4633,1,4634,1,4634,1,4634,1,4634,1,4634,1
"Adolescent nutrition","Webinar question: What promising practices or evidence-based approaches have been effective in addressing adolescent anaemia?","NATASHA LELIJVELD","2021-03-04","https://www.en-net.org/question/4229.aspx",4489,1,4490,1,4490,1,4490,1,4490,1,4491,1,4491,1,4491,1,4492,1,4492,1,4492,1,4492,1,4492,1
"Adolescent nutrition","Webinar question: What reference for z-scores should we use for adolescents?","NATASHA LELIJVELD","2021-03-02","https://www.en-net.org/question/4220.aspx",4537,2,4537,2,4537,2,4537,2,4537,2,4537,2,4537,2,4538,2,4539,2,4539,2,4539,2,4539,2,4539,2
"Adolescent nutrition","Weekly Iron Folate Supplementation for Adolescent (WIFS)","ISAAC WACHIRA","2022-01-19","https://www.en-net.org/question/4471.aspx",3902,10,3902,10,3902,10,3902,10,3902,10,3902,10,3903,10,3903,10,3903,10,3903,10,3903,10,3903,10,3903,10
"Announcements & Nutritionists needed","!URGENT! Seeking Delivery Advisor / Consultant (Nigeria) - Scaling Treatment of Acute Malnutrition","Amy Passaro","2023-04-12","https://www.en-net.org/question/4848.aspx",545,NA,547,NA,547,NA,547,NA,547,NA,547,NA,547,NA,547,NA,547,NA,547,NA,547,NA,547,NA,547,NA
"Announcements & Nutritionists needed","!URGENT! Seeking Delivery Advisor / Consultant (Sudan) - Scaling Treatment of Acute Malnutrition","Amy Passaro","2023-04-12","https://www.en-net.org/question/4849.aspx",412,NA,412,NA,412,NA,412,NA,412,NA,412,NA,412,NA,413,NA,413,NA,413,NA,413,NA,413,NA,413,NA
"Announcements & Nutritionists needed","!URGENT! Seeking Delivery Advisor / Consultant (Yemen) - Scaling Treatment of Acute Malnutrition","Amy Passaro","2023-04-12","https://www.en-net.org/question/4850.aspx",562,NA,562,NA,562,NA,562,NA,562,NA,562,NA,562,NA,562,NA,562,NA,562,NA,562,NA,562,NA,562,NA
"Announcements & Nutritionists needed","[Médecins du Monde France] REFERENT NUTRITION ET SANTE COMMUNAUTAIRE (H/F) - Haiti","MdM France","2011-03-30","https://www.en-net.org/question/387.aspx",9694,NA,9694,NA,9694,NA,9694,NA,9694,NA,9694,NA,9694,NA,9694,NA,9695,NA,9695,NA,9695,NA,9695,NA,9695,NA
"Announcements & Nutritionists needed","[Médecins du Monde France] REFERENT NUTRITION ET SANTE COMMUNAUTAIRE (H/F) - Haiti","MdM France","2011-03-30","https://www.en-net.org/question/388.aspx",10176,NA,10177,NA,10177,NA,10178,NA,10178,NA,10178,NA,10178,NA,10178,NA,10178,NA,10178,NA,10178,NA,10178,NA,10178,NA
"Announcements & Nutritionists needed","**URGENT: YEMEN NUTRITION ADVISOR - SAVE THE CHILDREN**","Nicki Connell","2014-07-04","https://www.en-net.org/question/1410.aspx",9333,NA,9333,NA,9333,NA,9333,NA,9333,NA,9333,NA,9333,NA,9334,NA,9335,NA,9335,NA,9335,NA,9335,NA,9335,NA
"Announcements & Nutritionists needed","12 Nutrition Program Managers (junior) / 12 Chargés de projet en nutrition (junior)","Raphaël Jarrige","2012-02-24","https://www.en-net.org/question/655.aspx",9379,NA,9379,NA,9380,NA,9380,NA,9380,NA,9380,NA,9380,NA,9380,NA,9380,NA,9380,NA,9381,NA,9381,NA,9381,NA
"Announcements & Nutritionists needed","14-085: Community Mobilisation Advisor","Anonymous 1494","2014-02-05","https://www.en-net.org/question/1264.aspx",10177,NA,10177,NA,10179,NA,10179,NA,10179,NA,10179,NA,10179,NA,10179,NA,10179,NA,10180,NA,10180,NA,10180,NA,10180,NA
"Announcements & Nutritionists needed","15-333: Nutrition Coordinator","Anonymous 1494","2015-05-14","https://www.en-net.org/question/1732.aspx",9532,NA,9532,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA
"Announcements & Nutritionists needed","15-333: Nutrition Coordinator","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1768.aspx",9753,NA,9753,NA,9753,NA,9754,NA,9754,NA,9754,NA,9754,NA,9754,NA,9754,NA,9754,NA,9754,NA,9754,NA,9754,NA
"Announcements & Nutritionists needed","15-333/Nutrition Coordinator","Anonymous 1494","2015-05-07","https://www.en-net.org/question/1716.aspx",9114,NA,9114,NA,9114,NA,9114,NA,9114,NA,9114,NA,9114,NA,9114,NA,9114,NA,9114,NA,9114,NA,9114,NA,9114,NA
"Announcements & Nutritionists needed","15-374: Chief of Party, USAID Afghanistan Initiative for Hygiene, Sanitation, and Nutrition (IHSAN).","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1760.aspx",9339,NA,9339,NA,9339,NA,9339,NA,9339,NA,9339,NA,9339,NA,9339,NA,9339,NA,9339,NA,9339,NA,9340,NA,9340,NA
"Announcements & Nutritionists needed","15-402: Country Director - Afghanistan","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1766.aspx",9005,NA,9005,NA,9006,NA,9006,NA,9006,NA,9006,NA,9006,NA,9006,NA,9006,NA,9006,NA,9006,NA,9006,NA,9006,NA
"Announcements & Nutritionists needed","15-444/Emergency Nutrition Manager","Anonymous 1494","2015-05-07","https://www.en-net.org/question/1717.aspx",9496,NA,9497,NA,9497,NA,9497,NA,9497,NA,9497,NA,9498,NA,9498,NA,9498,NA,9498,NA,9498,NA,9498,NA,9498,NA
"Announcements & Nutritionists needed","15-451: Community Health and Hygiene Promotion Manager","Anonymous 1494","2015-06-15","https://www.en-net.org/question/1783.aspx",9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA
"Announcements & Nutritionists needed","15-465: MONITORING AND EVALUATION DIRECTOR","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1761.aspx",9634,NA,9634,NA,9635,NA,9635,NA,9635,NA,9635,NA,9635,NA,9635,NA,9635,NA,9635,NA,9635,NA,9635,NA,9635,NA
"Announcements & Nutritionists needed","15-467: SENIOR CAPACITY DEVELOPMENT ADVISOR","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1762.aspx",9113,NA,9113,NA,9114,NA,9114,NA,9114,NA,9114,NA,9114,NA,9114,NA,9114,NA,9115,NA,9115,NA,9115,NA,9115,NA
"Announcements & Nutritionists needed","15-468: COMMUNITY ENGAGEMENT AND SOCIAL AND BEHAVIOR CHANGE ADVISOR","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1763.aspx",9298,NA,9298,NA,9299,NA,9300,NA,9300,NA,9300,NA,9300,NA,9301,NA,9301,NA,9301,NA,9301,NA,9301,NA,9301,NA
"Announcements & Nutritionists needed","15-496: OPERATIONS AND FINANCE DIRECTOR","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1764.aspx",9385,NA,9385,NA,9386,NA,9386,NA,9386,NA,9386,NA,9386,NA,9386,NA,9386,NA,9386,NA,9386,NA,9386,NA,9386,NA
"Announcements & Nutritionists needed","15-522: TECHNICAL WASH & NUTRITION DIRECTOR","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1767.aspx",9448,NA,9448,NA,9448,NA,9448,NA,9448,NA,9448,NA,9448,NA,9448,NA,9448,NA,9449,NA,9449,NA,9449,NA,9449,NA
"Announcements & Nutritionists needed","15-536: Monitoring, Evaluation, Accountability and Learning (MEAL) Manager","Anonymous 1494","2015-06-04","https://www.en-net.org/question/1775.aspx",10146,NA,10146,NA,10146,NA,10146,NA,10146,NA,10146,NA,10146,NA,10146,NA,10146,NA,10146,NA,10146,NA,10146,NA,10146,NA
"Announcements & Nutritionists needed","15-560: NUTRITION ADVISOR","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1765.aspx",9612,NA,9612,NA,9612,NA,9612,NA,9612,NA,9612,NA,9612,NA,9612,NA,9612,NA,9612,NA,9612,NA,9612,NA,9612,NA
"Announcements & Nutritionists needed","15-560/NUTRITION ADVISOR","Anonymous 1494","2015-05-27","https://www.en-net.org/question/1751.aspx",8953,NA,8953,NA,8953,NA,8953,NA,8953,NA,8953,NA,8953,NA,8953,NA,8953,NA,8953,NA,8953,NA,8953,NA,8953,NA
"Announcements & Nutritionists needed","15-575: Nutrition Coordinator","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1769.aspx",10003,NA,10003,NA,10004,NA,10004,NA,10004,NA,10004,NA,10004,NA,10004,NA,10004,NA,10004,NA,10004,NA,10004,NA,10004,NA
"Announcements & Nutritionists needed","15-575: Nutrition Coordinator","Anonymous 1494","2015-08-04","https://www.en-net.org/question/1852.aspx",9090,NA,9090,NA,9090,NA,9090,NA,9090,NA,9090,NA,9090,NA,9090,NA,9090,NA,9090,NA,9090,NA,9090,NA,9090,NA
"Announcements & Nutritionists needed","15-581: Country Director","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1759.aspx",9294,NA,9294,NA,9294,NA,9294,NA,9294,NA,9294,NA,9294,NA,9294,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA
"Announcements & Nutritionists needed","15-648: Food Security and Livelihoods Consultant","Anonymous 1494","2015-08-04","https://www.en-net.org/question/1851.aspx",9064,NA,9064,NA,9064,NA,9064,NA,9064,NA,9064,NA,9064,NA,9064,NA,9064,NA,9064,NA,9064,NA,9064,NA,9064,NA
"Announcements & Nutritionists needed","15-648: Food Security and Livelihoods Consultant","Anonymous 1494","2015-08-11","https://www.en-net.org/question/1864.aspx",10047,NA,10047,NA,10047,NA,10047,NA,10048,NA,10048,NA,10048,NA,10048,NA,10048,NA,10048,NA,10048,NA,10048,NA,10048,NA
"Announcements & Nutritionists needed","15-750: Nutrition Associate - Mercy Corps","Tamsin","2015-07-21","https://www.en-net.org/question/1834.aspx",10403,NA,10403,NA,10403,NA,10403,NA,10403,NA,10403,NA,10403,NA,10403,NA,10403,NA,10403,NA,10403,NA,10403,NA,10403,NA
"Announcements & Nutritionists needed","15-812: Technical Surge Advisor- SBC","Anonymous 1494","2015-08-13","https://www.en-net.org/question/1869.aspx",8937,NA,8937,NA,8937,NA,8937,NA,8937,NA,8937,NA,8937,NA,8937,NA,8937,NA,8937,NA,8937,NA,8937,NA,8937,NA
"Announcements & Nutritionists needed","15-812: Technical Surge Advisor- SBC","Anonymous 1494","2015-08-13","https://www.en-net.org/question/1874.aspx",9403,NA,9403,NA,9403,NA,9403,NA,9403,NA,9403,NA,9403,NA,9403,NA,9403,NA,9403,NA,9403,NA,9403,NA,9403,NA
"Announcements & Nutritionists needed","15-812: Technical Surge Advisor- SBC","Anonymous 1494","2015-09-25","https://www.en-net.org/question/1934.aspx",9089,NA,9089,NA,9089,NA,9089,NA,9089,NA,9089,NA,9089,NA,9089,NA,9089,NA,9089,NA,9089,NA,9089,NA,9089,NA
"Announcements & Nutritionists needed","15-820: Technical Surge Advisor- CMAM","Anonymous 1494","2015-08-13","https://www.en-net.org/question/1868.aspx",9423,NA,9423,NA,9423,NA,9423,NA,9423,NA,9423,NA,9424,NA,9424,NA,9424,NA,9424,NA,9424,NA,9424,NA,9424,NA
"Announcements & Nutritionists needed","15-820: Technical Surge Advisor- CMAM","Anonymous 1494","2015-08-13","https://www.en-net.org/question/1875.aspx",9519,NA,9519,NA,9519,NA,9519,NA,9519,NA,9519,NA,9519,NA,9519,NA,9519,NA,9519,NA,9519,NA,9519,NA,9519,NA
"Announcements & Nutritionists needed","15-963: Nutrition Program Manager","Anonymous 1494","2015-10-13","https://www.en-net.org/question/2213.aspx",10187,NA,10187,NA,10187,NA,10187,NA,10187,NA,10187,NA,10187,NA,10187,NA,10187,NA,10187,NA,10188,NA,10188,NA,10188,NA
"Announcements & Nutritionists needed","2 consultancy opportunities - home based with travels","Barbara","2020-03-21","https://www.en-net.org/question/3894.aspx",5586,NA,5586,NA,5586,NA,5586,NA,5586,NA,5586,NA,5586,NA,5586,NA,5586,NA,5586,NA,5586,NA,5586,NA,5586,NA
"Announcements & Nutritionists needed","2016 Global Nutrition Report launching next week","Jo Lofthouse","2016-06-08","https://www.en-net.org/question/2511.aspx",9426,NA,9426,NA,9426,NA,9426,NA,9426,NA,9426,NA,9426,NA,9426,NA,9426,NA,9426,NA,9426,NA,9426,NA,9426,NA
"Announcements & Nutritionists needed","22nd February Tufts Webinar: The persistent problem of global acute malnutrition: Why does it persist despite humanitarian and development gains?","Tamsin","2018-02-21","https://www.en-net.org/question/3239.aspx",9172,NA,9172,NA,9172,NA,9172,NA,9172,NA,9172,NA,9172,NA,9172,NA,9172,NA,9172,NA,9172,NA,9172,NA,9172,NA
"Announcements & Nutritionists needed","3 vacancies to support the set up of nutrition information platforms in various countries","Anonymous 2915","2015-04-14","https://www.en-net.org/question/1683.aspx",8825,NA,8825,NA,8825,NA,8825,NA,8825,NA,8825,NA,8825,NA,8825,NA,8825,NA,8825,NA,8825,NA,8825,NA,8825,NA
"Announcements & Nutritionists needed","30th June ENN Webinar: FEX 60/ GAP on child wasting","Tamsin","2020-06-26","https://www.en-net.org/question/4022.aspx",5411,NA,5411,NA,5412,NA,5412,NA,5412,NA,5412,NA,5412,NA,5412,NA,5412,NA,5412,NA,5412,NA,5412,NA,5412,NA
"Announcements & Nutritionists needed","7th Africa Nutritional Epidemiology Conference- Morocco | 9 – 14 October 2016","Ambarka Youssoufane","2016-09-06","https://www.en-net.org/question/2623.aspx",9064,NA,9064,NA,9064,NA,9064,NA,9064,NA,9065,NA,9065,NA,9065,NA,9065,NA,9065,NA,9065,NA,9065,NA,9065,NA
"Announcements & Nutritionists needed","A HEALTH SYSTEM STRENGTHENING SENIOR PROGRAM MANAGER - AFGHANISTAN","Michael ALVES","2014-04-18","https://www.en-net.org/question/1346.aspx",8820,NA,8820,NA,8820,NA,8820,NA,8820,NA,8820,NA,8820,NA,8820,NA,8820,NA,8820,NA,8820,NA,8820,NA,8820,NA
"Announcements & Nutritionists needed","A LINK NCA ANALYST EXPERT - ETHIOPIA","Anonymous 9558","2017-08-09","https://www.en-net.org/question/3022.aspx",8219,NA,8219,NA,8219,NA,8219,NA,8219,NA,8219,NA,8219,NA,8219,NA,8219,NA,8219,NA,8219,NA,8219,NA,8219,NA
"Announcements & Nutritionists needed","A MEDICO-NUTRITION COORDINATOR","Michael ALVES","2011-02-08","https://www.en-net.org/question/341.aspx",9329,NA,9329,NA,9329,NA,9329,NA,9329,NA,9329,NA,9329,NA,9329,NA,9329,NA,9329,NA,9329,NA,9329,NA,9329,NA
"Announcements & Nutritionists needed","A NUTRITION & HEALTH TECHNICAL ADVISOR - Middle East","Anonymous 9558","2017-06-20","https://www.en-net.org/question/2967.aspx",8502,NA,8502,NA,8502,NA,8502,NA,8502,NA,8502,NA,8502,NA,8502,NA,8503,NA,8503,NA,8503,NA,8503,NA,8503,NA
"Announcements & Nutritionists needed","A NUTRITION AND HEALTH COORDINATOR (H/F)","Michael ALVES","2016-02-29","https://www.en-net.org/question/2378.aspx",8798,NA,8798,NA,8798,NA,8798,NA,8798,NA,8798,NA,8798,NA,8798,NA,8798,NA,8798,NA,8798,NA,8798,NA,8798,NA
"Announcements & Nutritionists needed","A NUTRITION AND HEALTH PROGRAM MANAGER","Anonymous 9558","2017-08-09","https://www.en-net.org/question/3020.aspx",8258,NA,8258,NA,8258,NA,8258,NA,8258,NA,8258,NA,8258,NA,8259,NA,8259,NA,8259,NA,8259,NA,8259,NA,8259,NA
"Announcements & Nutritionists needed","A NUTRITION AND MEDICAL PROGRAMS COORDINATOR","Aurore Gibara","2012-02-24","https://www.en-net.org/question/658.aspx",9813,NA,9813,NA,9814,NA,9814,NA,9814,NA,9814,NA,9814,NA,9814,NA,9814,NA,9814,NA,9814,NA,9814,NA,9814,NA
"Announcements & Nutritionists needed","A PSYCHOLOGIST - MENTAL HEALTH CARE PRACTICES TRAINER - KRG","Marie Lecuyer","2014-07-07","https://www.en-net.org/question/1414.aspx",8607,NA,8607,NA,8607,NA,8607,NA,8607,NA,8607,NA,8607,NA,8607,NA,8607,NA,8607,NA,8607,NA,8607,NA,8607,NA
"Announcements & Nutritionists needed","A ROVING SMART SURVEY PROGRAM MANAGER","Anonymous 9558","2017-06-19","https://www.en-net.org/question/2965.aspx",8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA,8281,NA
"Announcements & Nutritionists needed","A SENIOR RESEARCH ADVISOR - ACTION CONTRE LA FAIM","Michael ALVES","2015-09-29","https://www.en-net.org/question/1941.aspx",9766,NA,9766,NA,9766,NA,9766,NA,9766,NA,9766,NA,9766,NA,9766,NA,9766,NA,9766,NA,9766,NA,9766,NA,9766,NA
"Announcements & Nutritionists needed","A SMART SURVEY PROGRAM MANAGER - ACF FRANCE MISSIONS","Michael ALVES","2017-03-31","https://www.en-net.org/question/2874.aspx",8186,NA,8186,NA,8186,NA,8186,NA,8186,NA,8186,NA,8186,NA,8186,NA,8186,NA,8186,NA,8186,NA,8186,NA,8186,NA
"Announcements & Nutritionists needed","ACDI/VOCA is seeking a D.C.-based Associate Director, Social & Behavior Change","Tamsin","2015-01-15","https://www.en-net.org/question/1588.aspx",8929,NA,8929,NA,8929,NA,8929,NA,8929,NA,8929,NA,8929,NA,8929,NA,8929,NA,8929,NA,8930,NA,8930,NA,8930,NA
"Announcements & Nutritionists needed","ACF and WFP are seeking an external consultant on “Cash and Nutrition”","Magda HENNEBO","2017-08-02","https://www.en-net.org/question/3012.aspx",8630,NA,8630,NA,8630,NA,8630,NA,8630,NA,8630,NA,8630,NA,8630,NA,8630,NA,8630,NA,8630,NA,8630,NA,8630,NA
"Announcements & Nutritionists needed","ACF DRC is looking for a Head of Nutritional Surveillance Department","Anonymous 41056","2022-06-23","https://www.en-net.org/question/4600.aspx",864,NA,864,NA,864,NA,864,NA,864,NA,864,NA,864,NA,864,NA,864,NA,864,NA,864,NA,864,NA,864,NA
"Announcements & Nutritionists needed","ACF is lookinf for A NUTRITION AND HEALTH PROGRAM MANAGER in YEMEN","Michael ALVES","2015-06-29","https://www.en-net.org/question/1811.aspx",9125,NA,9125,NA,9125,NA,9125,NA,9125,NA,9125,NA,9125,NA,9125,NA,9125,NA,9125,NA,9125,NA,9125,NA,9125,NA
