"Theme","Topic","Author","Posted","Link","Views_20231028_004612","Replies_20231028_004612","Views_20231028_015004","Replies_20231028_015004","Views_20231028_022157","Replies_20231028_022157","Views_20231028_031837","Replies_20231028_031837","Views_20231028_042002","Replies_20231028_042002","Views_20231028_051546","Replies_20231028_051546","Views_20231028_062041","Replies_20231028_062041","Views_20231028_071839","Replies_20231028_071839","Views_20231028_081754","Replies_20231028_081754","Views_20231028_091529","Replies_20231028_091529","Views_20231028_101744","Replies_20231028_101744","Views_20231028_111701","Replies_20231028_111701","Views_20231028_122132","Replies_20231028_122132","Views_20231028_131811","Replies_20231028_131811","Views_20231028_141735","Replies_20231028_141735","Views_20231028_151742","Replies_20231028_151742","Views_20231028_161946","Replies_20231028_161946","Views_20231028_171512","Replies_20231028_171512"
"Adolescent nutrition","Webinar question: Are there guidelines for the use of food and nutrition in prevention and management of NCDs in adolescence in the context of school and at home?","NATASHA LELIJVELD","2021-03-04","https://www.en-net.org/question/4230.aspx",4821,1,4821,1,4821,1,4821,1,4821,1,4821,1,4821,1,4821,1,4821,1,4821,1,4821,1,4821,1,4821,1,4821,1,4821,1,4821,1,4823,1,4823,1
"Adolescent nutrition","Webinar question: can anyone share guidance to measure the dietary diversity for adolescents ?","Natasha Lelijveld","2021-03-09","https://www.en-net.org/question/4238.aspx",4403,0,4403,0,4403,0,4403,0,4403,0,4403,0,4403,0,4403,0,4403,0,4403,0,4403,0,4403,0,4403,0,4403,0,4403,0,4403,0,4405,0,4405,0
"Adolescent nutrition","Webinar question: Can you comment on how participatory activities for designing adolescent nutrition solutions can consider the gender and religious influences on adolescent nutrition ?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4255.aspx",5303,5,5303,5,5303,5,5303,5,5303,5,5303,5,5303,5,5303,5,5303,5,5303,5,5304,5,5304,5,5304,5,5304,5,5304,5,5304,5,5306,5,5307,5
"Adolescent nutrition","Webinar question: Could the appeal for using social media for improving nutrition knowledge and practices be different in urban areas vs. rural areas?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4254.aspx",4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4546,0,4548,0,4549,0
"Adolescent nutrition","Webinar question: Given that our school curricular are loaded already, how best can nutrition education be dispensed in schools? What best practice evidence is there?","Stephanie Wrottesley","2021-03-11","https://www.en-net.org/question/4244.aspx",5803,7,5804,7,5804,7,5804,7,5804,7,5807,7,5807,7,5807,7,5807,7,5807,7,5807,7,5807,7,5807,7,5807,7,5807,7,5807,7,5809,7,5809,7
"Adolescent nutrition","Webinar question: How can an ethnographic, participatory approach to adolescent intervention be scaleable?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4253.aspx",4679,1,4679,1,4679,1,4679,1,4679,1,4679,1,4679,1,4679,1,4679,1,4679,1,4679,1,4679,1,4680,1,4680,1,4680,1,4680,1,4682,1,4682,1
"Adolescent nutrition","Webinar question: I would be interested to know about any work or insights into eating disorders amongst adolescents in LMICs?","Stephanie Wrottesley","2021-03-05","https://www.en-net.org/question/4234.aspx",4349,0,4349,0,4349,0,4349,0,4349,0,4349,0,4349,0,4349,0,4349,0,4349,0,4349,0,4349,0,4349,0,4349,0,4349,0,4349,0,4351,0,4351,0
"Adolescent nutrition","Webinar question: Is there any attempt to use MUAC for adolescent?","NATASHA LELIJVELD","2021-03-02","https://www.en-net.org/question/4219.aspx",4798,1,4798,1,4798,1,4798,1,4798,1,4798,1,4798,1,4798,1,4798,1,4798,1,4798,1,4798,1,4798,1,4798,1,4798,1,4798,1,4800,1,4800,1
"Adolescent nutrition","Webinar question: Is there information, or any studies, on nutrition status among adolescents living with HIV?","Stephanie Wrottesley","2021-03-05","https://www.en-net.org/question/4233.aspx",4359,0,4359,0,4359,0,4359,0,4359,0,4359,0,4359,0,4359,0,4359,0,4359,0,4359,0,4359,0,4359,0,4359,0,4359,0,4359,0,4361,0,4361,0
"Adolescent nutrition","Webinar question: What major interventions should we focus on to improve adolescent nutrition?","Natasha Lelijveld","2021-03-09","https://www.en-net.org/question/4239.aspx",4774,1,4774,1,4774,1,4774,1,4774,1,4774,1,4774,1,4774,1,4774,1,4774,1,4774,1,4775,1,4775,1,4775,1,4775,1,4775,1,4777,1,4778,1
"Adolescent nutrition","Webinar question: What promising practices or evidence-based approaches have been effective in addressing adolescent anaemia?","NATASHA LELIJVELD","2021-03-04","https://www.en-net.org/question/4229.aspx",4623,1,4623,1,4623,1,4623,1,4623,1,4623,1,4623,1,4623,1,4623,1,4623,1,4623,1,4623,1,4623,1,4623,1,4623,1,4623,1,4625,1,4625,1
"Adolescent nutrition","Webinar question: What reference for z-scores should we use for adolescents?","NATASHA LELIJVELD","2021-03-02","https://www.en-net.org/question/4220.aspx",4676,2,4676,2,4676,2,4676,2,4676,2,4676,2,4676,2,4676,2,4676,2,4677,2,4677,2,4677,2,4677,2,4677,2,4677,2,4677,2,4679,2,4679,2
"Adolescent nutrition","Weekly Iron Folate Supplementation for Adolescent (WIFS)","ISAAC WACHIRA","2022-01-19","https://www.en-net.org/question/4471.aspx",4052,10,4052,10,4052,10,4053,10,4053,10,4053,10,4053,10,4053,10,4053,10,4053,10,4053,10,4053,10,4053,10,4053,10,4053,10,4053,10,4055,10,4055,10
"Announcements & Nutritionists needed","!URGENT! Seeking Delivery Advisor / Consultant (Nigeria) - Scaling Treatment of Acute Malnutrition","Amy Passaro","2023-04-12","https://www.en-net.org/question/4848.aspx",659,NA,659,NA,659,NA,659,NA,659,NA,659,NA,659,NA,659,NA,659,NA,659,NA,659,NA,659,NA,659,NA,659,NA,659,NA,662,NA,662,NA,662,NA
"Announcements & Nutritionists needed","!URGENT! Seeking Delivery Advisor / Consultant (Sudan) - Scaling Treatment of Acute Malnutrition","Amy Passaro","2023-04-12","https://www.en-net.org/question/4849.aspx",510,NA,510,NA,510,NA,510,NA,510,NA,510,NA,510,NA,510,NA,510,NA,510,NA,510,NA,510,NA,510,NA,510,NA,510,NA,513,NA,513,NA,513,NA
"Announcements & Nutritionists needed","!URGENT! Seeking Delivery Advisor / Consultant (Yemen) - Scaling Treatment of Acute Malnutrition","Amy Passaro","2023-04-12","https://www.en-net.org/question/4850.aspx",682,NA,682,NA,682,NA,682,NA,682,NA,682,NA,682,NA,682,NA,682,NA,682,NA,682,NA,682,NA,682,NA,682,NA,683,NA,684,NA,686,NA,686,NA
"Announcements & Nutritionists needed","[Médecins du Monde France] REFERENT NUTRITION ET SANTE COMMUNAUTAIRE (H/F) - Haiti","MdM France","2011-03-30","https://www.en-net.org/question/387.aspx",9825,NA,9825,NA,9825,NA,9825,NA,9825,NA,9825,NA,9825,NA,9825,NA,9825,NA,9825,NA,9825,NA,9825,NA,9825,NA,9825,NA,9825,NA,9826,NA,9826,NA,9826,NA
"Announcements & Nutritionists needed","[Médecins du Monde France] REFERENT NUTRITION ET SANTE COMMUNAUTAIRE (H/F) - Haiti","MdM France","2011-03-30","https://www.en-net.org/question/388.aspx",10268,NA,10268,NA,10268,NA,10268,NA,10268,NA,10268,NA,10268,NA,10268,NA,10268,NA,10268,NA,10268,NA,10268,NA,10268,NA,10268,NA,10268,NA,10269,NA,10269,NA,10269,NA
"Announcements & Nutritionists needed","**URGENT: YEMEN NUTRITION ADVISOR - SAVE THE CHILDREN**","Nicki Connell","2014-07-04","https://www.en-net.org/question/1410.aspx",9436,NA,9436,NA,9436,NA,9436,NA,9436,NA,9436,NA,9436,NA,9436,NA,9436,NA,9436,NA,9436,NA,9436,NA,9436,NA,9436,NA,9436,NA,9436,NA,9436,NA,9436,NA
"Announcements & Nutritionists needed","12 Nutrition Program Managers (junior) / 12 Chargés de projet en nutrition (junior)","Raphaël Jarrige","2012-02-24","https://www.en-net.org/question/655.aspx",9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA
"Announcements & Nutritionists needed","14-085: Community Mobilisation Advisor","Anonymous 1494","2014-02-05","https://www.en-net.org/question/1264.aspx",10295,NA,10295,NA,10295,NA,10295,NA,10295,NA,10295,NA,10295,NA,10295,NA,10295,NA,10295,NA,10295,NA,10295,NA,10295,NA,10295,NA,10295,NA,10295,NA,10295,NA,10295,NA
"Announcements & Nutritionists needed","15-333: Nutrition Coordinator","Anonymous 1494","2015-05-14","https://www.en-net.org/question/1732.aspx",9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9632,NA,9632,NA
"Announcements & Nutritionists needed","15-333: Nutrition Coordinator","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1768.aspx",9863,NA,9863,NA,9863,NA,9863,NA,9863,NA,9863,NA,9863,NA,9863,NA,9863,NA,9863,NA,9863,NA,9863,NA,9863,NA,9863,NA,9863,NA,9863,NA,9863,NA,9863,NA
"Announcements & Nutritionists needed","15-333/Nutrition Coordinator","Anonymous 1494","2015-05-07","https://www.en-net.org/question/1716.aspx",9211,NA,9211,NA,9211,NA,9211,NA,9211,NA,9211,NA,9211,NA,9211,NA,9211,NA,9211,NA,9211,NA,9211,NA,9211,NA,9211,NA,9211,NA,9211,NA,9212,NA,9212,NA
"Announcements & Nutritionists needed","15-374: Chief of Party, USAID Afghanistan Initiative for Hygiene, Sanitation, and Nutrition (IHSAN).","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1760.aspx",9427,NA,9427,NA,9427,NA,9427,NA,9427,NA,9427,NA,9427,NA,9427,NA,9427,NA,9427,NA,9427,NA,9427,NA,9427,NA,9427,NA,9427,NA,9429,NA,9429,NA,9429,NA
"Announcements & Nutritionists needed","15-402: Country Director - Afghanistan","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1766.aspx",9099,NA,9099,NA,9099,NA,9099,NA,9099,NA,9099,NA,9099,NA,9099,NA,9099,NA,9099,NA,9099,NA,9099,NA,9099,NA,9099,NA,9099,NA,9099,NA,9099,NA,9099,NA
"Announcements & Nutritionists needed","15-444/Emergency Nutrition Manager","Anonymous 1494","2015-05-07","https://www.en-net.org/question/1717.aspx",9594,NA,9594,NA,9594,NA,9594,NA,9594,NA,9594,NA,9594,NA,9594,NA,9594,NA,9594,NA,9594,NA,9594,NA,9594,NA,9594,NA,9594,NA,9594,NA,9594,NA,9594,NA
"Announcements & Nutritionists needed","15-451: Community Health and Hygiene Promotion Manager","Anonymous 1494","2015-06-15","https://www.en-net.org/question/1783.aspx",9743,NA,9743,NA,9743,NA,9743,NA,9743,NA,9743,NA,9743,NA,9743,NA,9743,NA,9743,NA,9743,NA,9743,NA,9743,NA,9743,NA,9743,NA,9745,NA,9745,NA,9745,NA
"Announcements & Nutritionists needed","15-465: MONITORING AND EVALUATION DIRECTOR","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1761.aspx",9733,NA,9733,NA,9733,NA,9733,NA,9733,NA,9733,NA,9733,NA,9733,NA,9734,NA,9734,NA,9734,NA,9734,NA,9734,NA,9734,NA,9734,NA,9734,NA,9734,NA,9734,NA
"Announcements & Nutritionists needed","15-467: SENIOR CAPACITY DEVELOPMENT ADVISOR","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1762.aspx",9198,NA,9198,NA,9198,NA,9198,NA,9198,NA,9198,NA,9198,NA,9198,NA,9198,NA,9198,NA,9198,NA,9198,NA,9198,NA,9198,NA,9198,NA,9200,NA,9200,NA,9200,NA
"Announcements & Nutritionists needed","15-468: COMMUNITY ENGAGEMENT AND SOCIAL AND BEHAVIOR CHANGE ADVISOR","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1763.aspx",9377,NA,9377,NA,9377,NA,9377,NA,9377,NA,9377,NA,9377,NA,9377,NA,9377,NA,9377,NA,9377,NA,9377,NA,9377,NA,9377,NA,9377,NA,9377,NA,9379,NA,9379,NA
"Announcements & Nutritionists needed","15-496: OPERATIONS AND FINANCE DIRECTOR","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1764.aspx",9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9479,NA,9480,NA
"Announcements & Nutritionists needed","15-522: TECHNICAL WASH & NUTRITION DIRECTOR","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1767.aspx",9530,NA,9530,NA,9530,NA,9530,NA,9530,NA,9530,NA,9530,NA,9530,NA,9530,NA,9530,NA,9530,NA,9530,NA,9530,NA,9530,NA,9530,NA,9532,NA,9532,NA,9532,NA
"Announcements & Nutritionists needed","15-536: Monitoring, Evaluation, Accountability and Learning (MEAL) Manager","Anonymous 1494","2015-06-04","https://www.en-net.org/question/1775.aspx",10243,NA,10243,NA,10243,NA,10243,NA,10243,NA,10243,NA,10243,NA,10243,NA,10243,NA,10243,NA,10243,NA,10243,NA,10243,NA,10243,NA,10243,NA,10245,NA,10245,NA,10245,NA
"Announcements & Nutritionists needed","15-560: NUTRITION ADVISOR","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1765.aspx",9720,NA,9720,NA,9720,NA,9720,NA,9720,NA,9720,NA,9720,NA,9720,NA,9720,NA,9720,NA,9720,NA,9720,NA,9720,NA,9720,NA,9720,NA,9722,NA,9722,NA,9722,NA
"Announcements & Nutritionists needed","15-560/NUTRITION ADVISOR","Anonymous 1494","2015-05-27","https://www.en-net.org/question/1751.aspx",9052,NA,9052,NA,9052,NA,9052,NA,9052,NA,9052,NA,9052,NA,9052,NA,9052,NA,9052,NA,9052,NA,9052,NA,9052,NA,9052,NA,9052,NA,9054,NA,9054,NA,9054,NA
"Announcements & Nutritionists needed","15-575: Nutrition Coordinator","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1769.aspx",10104,NA,10104,NA,10104,NA,10104,NA,10104,NA,10104,NA,10104,NA,10104,NA,10104,NA,10104,NA,10104,NA,10104,NA,10104,NA,10104,NA,10104,NA,10104,NA,10104,NA,10104,NA
"Announcements & Nutritionists needed","15-575: Nutrition Coordinator","Anonymous 1494","2015-08-04","https://www.en-net.org/question/1852.aspx",9199,NA,9199,NA,9199,NA,9199,NA,9199,NA,9199,NA,9199,NA,9199,NA,9199,NA,9199,NA,9199,NA,9199,NA,9199,NA,9199,NA,9199,NA,9199,NA,9199,NA,9199,NA
"Announcements & Nutritionists needed","15-581: Country Director","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1759.aspx",9397,NA,9397,NA,9397,NA,9397,NA,9397,NA,9397,NA,9397,NA,9397,NA,9397,NA,9397,NA,9397,NA,9397,NA,9397,NA,9397,NA,9397,NA,9397,NA,9397,NA,9397,NA
"Announcements & Nutritionists needed","15-648: Food Security and Livelihoods Consultant","Anonymous 1494","2015-08-04","https://www.en-net.org/question/1851.aspx",9165,NA,9165,NA,9165,NA,9165,NA,9165,NA,9165,NA,9165,NA,9165,NA,9165,NA,9165,NA,9165,NA,9165,NA,9165,NA,9165,NA,9165,NA,9165,NA,9165,NA,9165,NA
"Announcements & Nutritionists needed","15-648: Food Security and Livelihoods Consultant","Anonymous 1494","2015-08-11","https://www.en-net.org/question/1864.aspx",10153,NA,10153,NA,10153,NA,10153,NA,10153,NA,10153,NA,10153,NA,10153,NA,10153,NA,10153,NA,10154,NA,10154,NA,10154,NA,10154,NA,10154,NA,10154,NA,10154,NA,10154,NA
"Announcements & Nutritionists needed","15-750: Nutrition Associate - Mercy Corps","Tamsin","2015-07-21","https://www.en-net.org/question/1834.aspx",10540,NA,10540,NA,10540,NA,10540,NA,10540,NA,10540,NA,10540,NA,10540,NA,10540,NA,10540,NA,10540,NA,10540,NA,10540,NA,10540,NA,10540,NA,10540,NA,10540,NA,10540,NA
"Announcements & Nutritionists needed","15-812: Technical Surge Advisor- SBC","Anonymous 1494","2015-08-13","https://www.en-net.org/question/1869.aspx",9034,NA,9034,NA,9034,NA,9034,NA,9034,NA,9034,NA,9034,NA,9034,NA,9034,NA,9034,NA,9034,NA,9034,NA,9034,NA,9034,NA,9034,NA,9034,NA,9034,NA,9034,NA
"Announcements & Nutritionists needed","15-812: Technical Surge Advisor- SBC","Anonymous 1494","2015-08-13","https://www.en-net.org/question/1874.aspx",9505,NA,9505,NA,9505,NA,9505,NA,9505,NA,9505,NA,9505,NA,9505,NA,9505,NA,9505,NA,9505,NA,9505,NA,9505,NA,9505,NA,9505,NA,9505,NA,9505,NA,9505,NA
"Announcements & Nutritionists needed","15-812: Technical Surge Advisor- SBC","Anonymous 1494","2015-09-25","https://www.en-net.org/question/1934.aspx",9195,NA,9195,NA,9195,NA,9195,NA,9195,NA,9196,NA,9196,NA,9196,NA,9196,NA,9196,NA,9196,NA,9196,NA,9196,NA,9196,NA,9196,NA,9196,NA,9196,NA,9196,NA
"Announcements & Nutritionists needed","15-820: Technical Surge Advisor- CMAM","Anonymous 1494","2015-08-13","https://www.en-net.org/question/1868.aspx",9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9533,NA,9535,NA,9535,NA,9535,NA
"Announcements & Nutritionists needed","15-820: Technical Surge Advisor- CMAM","Anonymous 1494","2015-08-13","https://www.en-net.org/question/1875.aspx",9623,NA,9623,NA,9623,NA,9623,NA,9623,NA,9623,NA,9623,NA,9623,NA,9623,NA,9623,NA,9623,NA,9623,NA,9623,NA,9623,NA,9623,NA,9625,NA,9625,NA,9625,NA
"Announcements & Nutritionists needed","15-963: Nutrition Program Manager","Anonymous 1494","2015-10-13","https://www.en-net.org/question/2213.aspx",10299,NA,10299,NA,10299,NA,10299,NA,10300,NA,10300,NA,10300,NA,10300,NA,10300,NA,10301,NA,10301,NA,10301,NA,10301,NA,10301,NA,10302,NA,10302,NA,10302,NA,10303,NA
"Announcements & Nutritionists needed","2 consultancy opportunities - home based with travels","Barbara","2020-03-21","https://www.en-net.org/question/3894.aspx",5679,NA,5679,NA,5679,NA,5679,NA,5679,NA,5679,NA,5679,NA,5679,NA,5679,NA,5679,NA,5679,NA,5679,NA,5679,NA,5679,NA,5679,NA,5682,NA,5682,NA,5682,NA
"Announcements & Nutritionists needed","2016 Global Nutrition Report launching next week","Jo Lofthouse","2016-06-08","https://www.en-net.org/question/2511.aspx",9550,NA,9550,NA,9550,NA,9550,NA,9550,NA,9550,NA,9550,NA,9550,NA,9551,NA,9551,NA,9551,NA,9552,NA,9553,NA,9553,NA,9553,NA,9556,NA,9556,NA,9556,NA
"Announcements & Nutritionists needed","22nd February Tufts Webinar: The persistent problem of global acute malnutrition: Why does it persist despite humanitarian and development gains?","Tamsin","2018-02-21","https://www.en-net.org/question/3239.aspx",9291,NA,9292,NA,9292,NA,9292,NA,9292,NA,9292,NA,9292,NA,9292,NA,9292,NA,9292,NA,9292,NA,9292,NA,9292,NA,9292,NA,9292,NA,9292,NA,9292,NA,9292,NA
"Announcements & Nutritionists needed","3 vacancies to support the set up of nutrition information platforms in various countries","Anonymous 2915","2015-04-14","https://www.en-net.org/question/1683.aspx",8919,NA,8919,NA,8919,NA,8919,NA,8919,NA,8919,NA,8919,NA,8919,NA,8919,NA,8919,NA,8919,NA,8919,NA,8919,NA,8919,NA,8919,NA,8920,NA,8920,NA,8920,NA
"Announcements & Nutritionists needed","30th June ENN Webinar: FEX 60/ GAP on child wasting","Tamsin","2020-06-26","https://www.en-net.org/question/4022.aspx",5534,NA,5534,NA,5534,NA,5534,NA,5534,NA,5534,NA,5534,NA,5534,NA,5534,NA,5534,NA,5534,NA,5534,NA,5534,NA,5534,NA,5534,NA,5534,NA,5534,NA,5534,NA
"Announcements & Nutritionists needed","7th Africa Nutritional Epidemiology Conference- Morocco | 9 – 14 October 2016","Ambarka Youssoufane","2016-09-06","https://www.en-net.org/question/2623.aspx",9179,NA,9179,NA,9179,NA,9179,NA,9179,NA,9179,NA,9179,NA,9179,NA,9179,NA,9179,NA,9179,NA,9180,NA,9180,NA,9180,NA,9180,NA,9181,NA,9181,NA,9181,NA
